movieId,rating,cluster,mega_label,centroid,popularity,title,coef_age
100,3.22138517618469,14.0,1.0,14.0,4115,City Hall (1996),96.49016705842604
101,3.786295951605398,26.0,7.0,26.0,4298,Bottle Rocket (1996),97.05507783384674
102,2.4294678714859437,44.0,0.0,44.0,1992,Mr. Wrong (1996),95.69824975372728
103,3.2691968225948806,22.0,3.0,22.0,1133,Unforgettable (1996),96.53797870483622
104,3.4170806586659226,78.0,0.0,78.0,17915,Happy Gilmore (1996),96.68586254090727
105,3.326299376299376,36.0,6.0,36.0,9620,"Bridges of Madison County, The (1995)",96.40550637944983
106,3.4440298507462686,21.0,1.0,21.0,134,Nobody Loves Me (Keiner liebt mich) (1994),96.3318478335737
107,3.2153387703889584,61.0,0.0,61.0,6376,Muppet Treasure Island (1996),96.4841206526303
108,3.092,80.0,0.0,80.0,125,Catwalk (1996),96.36078188224134
110,4.042533802004873,73.0,5.0,73.0,53769,Braveheart (1995),97.12174080515533
111,4.110575548384461,40.0,5.0,40.0,24481,Taxi Driver (1976),93.19752147345461
112,3.412573591253154,71.0,0.0,71.0,11890,Rumble in the Bronx (Hont faan kui) (1995),96.49178059440361
113,3.1092745638200183,1.0,1.0,1.0,1089,Before and After (1996),96.37805644606136
114,3.619433198380567,49.0,8.0,49.0,247,Margaret's Museum (1995),96.69864020153102
116,3.9373024236037937,53.0,1.0,53.0,949,Anne Frank Remembered (1995),97.01650942675425
117,3.589398734177215,19.0,1.0,19.0,1264,"Young Poisoner's Handbook, The (1995)",96.66860573732767
118,3.0110035211267605,45.0,1.0,45.0,1136,If Lucy Fell (1996),96.27978540336811
119,2.772727272727273,41.0,0.0,41.0,264,"Steal Big, Steal Little (1995)",95.85193427587772
120,2.880952380952381,5.0,0.0,5.0,147,Race the Sun (1996),96.14973426319372
121,3.7532855436081243,96.0,1.0,96.0,837,"Boys of St. Vincent, The (1992)",96.25274180929354
122,2.8676697530864197,41.0,0.0,41.0,3888,Boomerang (1992),95.36712601877183
123,3.9692507579038545,18.0,7.0,18.0,2309,Chungking Express (Chung Hing sam lam) (1994),96.8570687407313
125,3.7556850483229107,46.0,1.0,46.0,3518,Flirting With Disaster (1996),97.02446693056426
126,2.312136627906977,0.0,0.0,0.0,1376,"NeverEnding Story III, The (1994)",95.19995461073442
128,3.5,89.0,9.0,89.0,75,Jupiter's Wife (1994),96.38781798282744
129,3.163157894736842,1.0,1.0,1.0,190,Pie in the Sky (1996),96.43193977697818
131,3.2912371134020617,1.0,1.0,1.0,194,Frankie Starlight (1995),96.37044411655252
132,2.773198304286387,22.0,3.0,22.0,2123,Jade (1995),95.85240530743684
135,2.9980174464710547,43.0,0.0,43.0,6305,Down Periscope (1996),96.2667993287124
136,3.549019607843137,21.0,1.0,21.0,102,From the Journals of Jean Seberg (1995),96.6282266109936
137,3.2853982300884956,62.0,0.0,62.0,226,Man of the Year (1995),96.36460523323895
138,3.2846715328467155,50.0,6.0,50.0,137,"Neon Bible, The (1995)",96.36387853599717
140,3.2938103686181748,64.0,0.0,64.0,5073,Up Close and Personal (1996),96.56259225085952
141,3.5122161671207994,7.0,0.0,7.0,22020,"Birdcage, The (1996)",96.78099804936214
144,3.4771365149833517,95.0,1.0,95.0,4505,"Brothers McMullen, The (1995)",96.55634351813381
145,3.2507724425887266,31.0,0.0,31.0,11975,Bad Boys (1995),96.32997944573918
146,2.9120689655172414,0.0,0.0,0.0,580,"Amazing Panda Adventure, The (1995)",95.9912759686677
147,3.5829286061194754,25.0,1.0,25.0,4118,"Basketball Diaries, The (1995)",96.66213560926994
148,2.8893557422969187,29.0,1.0,29.0,357,"Awfully Big Adventure, An (1995)",95.96856274544737
149,3.6943171402383133,37.0,7.0,37.0,1091,Amateur (1994),96.58213512306575
150,3.86859786089541,88.0,8.0,88.0,47777,Apollo 13 (1995),96.94780486404586
151,3.539037729866836,72.0,8.0,72.0,12616,Rob Roy (1995),96.61824473301729
152,3.1044546850998462,51.0,1.0,51.0,651,"Addiction, The (1995)",96.18366168825031
153,2.894727234003712,86.0,0.0,86.0,32867,Batman Forever (1995),95.97393423715417
154,3.8019933554817276,11.0,9.0,11.0,3010,Beauty of the Day (Belle de jour) (1967),90.67810179255541
155,3.4079153605015673,1.0,1.0,1.0,1276,Beyond Rangoon (1995),96.48712236365202
156,3.5279615153337343,1.0,1.0,1.0,1663,Blue in the Face (1995),96.60716851848419
157,2.7846687211093992,41.0,0.0,41.0,2596,Canadian Bacon (1995),95.86387572425986
158,2.932,61.0,0.0,61.0,12625,Casper (1995),96.01120700315046
159,3.4169484361792053,25.0,1.0,25.0,2366,Clockers (1995),96.49615543932967
160,2.6047444036084197,69.0,6.0,69.0,14965,Congo (1995),95.68395140675888
161,3.744201794481124,74.0,3.0,74.0,23628,Crimson Tide (1995),96.82340879763159
162,4.009924937447873,96.0,1.0,96.0,5995,Crumb (1994),96.89774292027532
163,3.445394874659591,87.0,2.0,87.0,14321,Desperado (1995),96.52460187781004
164,3.46358511837655,42.0,2.0,42.0,4435,Devil in a Blue Dress (1995),96.54279212152701
165,3.4890247495580438,31.0,0.0,31.0,33940,Die Hard: With a Vengeance (1995),96.5682317527085
166,2.787692307692308,51.0,1.0,51.0,650,"Doom Generation, The (1995)",95.86689931084277
167,3.1645569620253164,29.0,1.0,29.0,79,Feast of July (1995),96.24376396517577
168,3.084698775239987,64.0,0.0,64.0,12084,First Knight (1995),96.16390577839044
169,2.283650982727814,0.0,0.0,0.0,3358,Free Willy 2: The Adventure Home (1995),95.36285798587828
170,3.1975873015873018,78.0,0.0,78.0,7875,Hackers (1995),96.27679430473776
171,3.6030133146461107,1.0,1.0,1.0,1427,Jeffrey (1995),96.68222031779656
172,2.7326066425310875,35.0,1.0,35.0,12706,Johnny Mnemonic (1995),95.81181364568154
173,2.5382845327819648,86.0,0.0,86.0,14993,Judge Dredd (1995),95.61749153593242
174,2.455979284369115,34.0,0.0,34.0,2124,Jury Duty (1995),95.53518628751958
175,3.507602582795251,25.0,1.0,25.0,4801,Kids (1995),96.58680958594572
176,3.854633939906898,32.0,4.0,32.0,2363,Living in Oblivion (1995),96.93384094305736
177,2.8859118409680207,35.0,1.0,35.0,2314,Lord of Illusions (1995),95.96511884411848
178,3.388,65.0,1.0,65.0,500,Love & Human Remains (1993),96.08257976459272
179,2.7506102522375917,1.0,1.0,1.0,1229,Mad Love (1995),95.82981725538805
180,3.5872619047619048,45.0,1.0,45.0,8400,Mallrats (1995),96.66646890791236
181,1.9290018832391713,52.0,0.0,52.0,2655,Mighty Morphin Power Rangers: The Movie (1995),95.00820888638962
182,3.091822094691535,1.0,1.0,1.0,697,Moonlight and Valentino (1995),96.171029097842
183,3.3648208469055376,22.0,3.0,22.0,614,Mute Witness (1994),96.25263882973297
184,3.1036585365853657,46.0,1.0,46.0,328,Nadja (1994),95.99147651941281
185,3.1104273295962304,22.0,3.0,22.0,24618,"Net, The (1995)",96.18963433274669
186,2.891730529317412,5.0,0.0,5.0,11222,Nine Months (1995),95.97093753246787
187,3.451219512195122,60.0,0.0,60.0,943,Party Girl (1995),96.53042651534558
188,3.342473979183347,35.0,1.0,35.0,2498,"Prophecy, The (1995)",96.42168098233381
189,3.0014880952380953,35.0,1.0,35.0,336,Reckless (1995),96.08069509838856
190,3.566145833333333,89.0,9.0,89.0,960,Safe (1995),96.6453528364838
191,2.676081730769231,69.0,6.0,69.0,1664,"Scarlet Letter, The (1995)",95.75528873391968
192,3.0246913580246915,10.0,1.0,10.0,81,"Show, The (1995)",96.10389836117515
193,2.2340568060021435,80.0,0.0,80.0,7464,Showgirls (1995),95.3132638091526
194,3.84967155128853,6.0,7.0,6.0,5937,Smoke (1995),96.92887855443898
195,3.0894509561998764,41.0,0.0,41.0,3242,Something to Talk About (1995),96.16865795935034
196,2.8502714998532435,71.0,0.0,71.0,13628,Species (1995),95.92947850300371
197,3.0681818181818183,23.0,1.0,23.0,110,"Stars Fell on Henrietta, The (1995)",96.14738882133227
198,3.4170950453899156,15.0,2.0,15.0,9143,Strange Days (1995),96.49630204854037
199,3.783641160949868,58.0,9.0,58.0,1516,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",89.86494302503327
200,2.836283185840708,44.0,0.0,44.0,339,"Tie That Binds, The (1995)",95.91549018899117
201,3.0273972602739727,0.0,0.0,0.0,365,Three Wishes (1995),96.10660426342443
202,2.9832904884318765,39.0,1.0,39.0,389,Total Eclipse (1995),96.06249749158233
203,3.1474488856142937,41.0,0.0,41.0,5429,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",96.22665588876475
204,2.949130173965207,86.0,0.0,86.0,8335,Under Siege 2: Dark Territory (1995),96.02833717711566
205,3.5158671586715866,53.0,1.0,53.0,1355,Unstrung Heroes (1995),96.59507416182204
206,3.4783236994219653,62.0,0.0,62.0,1038,Unzipped (1995),96.55753070257242
207,3.371536756557074,64.0,0.0,64.0,5414,"Walk in the Clouds, A (1995)",96.45074375970754
208,2.8520972097209722,5.0,0.0,5.0,27775,Waterworld (1995),95.93130421287142
209,2.835570469798658,14.0,1.0,14.0,745,White Man's Burden (1995),95.91477747294911
210,2.8890041493775933,1.0,1.0,1.0,482,Wild Bill (1995),95.96821115252806
211,3.5958549222797926,53.0,1.0,53.0,579,"Browning Version, The (1994)",96.48367290510724
212,2.5782997762863533,43.0,0.0,43.0,447,Bushwhacked (1995),95.65750677943682
213,4.038461538461538,97.0,9.0,97.0,1872,Burnt by the Sun (Utomlyonnye solntsem) (1994),96.92627952128898
214,4.04723991507431,18.0,7.0,18.0,942,Before the Rain (Pred dozhdot) (1994),96.93505789790176
215,3.838911742707554,26.0,7.0,26.0,5348,Before Sunrise (1995),96.91811874585801
216,3.2602082602082603,60.0,0.0,60.0,8547,Billy Madison (1995),96.33941526335872
217,2.730276134122288,80.0,0.0,80.0,1014,"Babysitter, The (1995)",95.80948313727275
218,3.2934322033898304,1.0,1.0,1.0,4248,Boys on the Side (1995),96.37263920654028
219,3.6248025276461298,53.0,1.0,53.0,633,"Cure, The (1995)",96.70400953079658
220,2.401818181818182,44.0,0.0,44.0,275,Castle Freak (1995),95.48102518496864
222,3.5371983914209117,36.0,6.0,36.0,5968,Circle of Friends (1995),96.61640539457137
223,3.8695505380882045,32.0,4.0,32.0,23695,Clerks (1994),96.75736852091565
224,3.4445868779862487,78.0,0.0,78.0,8581,Don Juan DeMarco (1995),96.52379388113671
225,3.2883035855315117,74.0,3.0,74.0,12662,Disclosure (1994),96.17612156835895
227,3.06875,86.0,0.0,86.0,4640,Drop Zone (1994),95.95656798282744
228,2.6873684210526316,35.0,1.0,35.0,475,Destiny Turns on the Radio (1995),95.76657542420308
229,3.562808896210873,42.0,2.0,42.0,2428,Death and the Maiden (1994),96.45062687903831
230,3.5911587040087865,36.0,6.0,36.0,7284,Dolores Claiborne (1995),96.67036570715925
231,2.9524700015583605,7.0,0.0,7.0,32085,Dumb & Dumber (Dumb and Dumber) (1994),95.84028798438581
232,4.035609756097561,39.0,1.0,39.0,6150,Eat Drink Man Woman (Yin shi nan nu) (1994),96.923427738925
233,3.523720529039678,68.0,1.0,68.0,3478,Exotica (1994),96.41153851186712
234,2.679718568369532,80.0,0.0,80.0,3269,Exit to Eden (1994),95.56753655119698
235,3.6636518667397526,32.0,4.0,32.0,16419,Ed Wood (1994),96.5514698495672
236,3.3153499795333605,5.0,0.0,5.0,12215,French Kiss (1995),96.39455698268382
237,3.22454064154469,64.0,0.0,64.0,6422,Forget Paris (1995),96.30374764469515
238,3.1690647482014387,0.0,0.0,0.0,834,Far From Home: The Adventures of Yellow Dog (1995),96.2482717513519
239,3.0547514159848963,61.0,0.0,61.0,3178,"Goofy Movie, A (1995)",96.13395841913535
240,2.9097968936678615,50.0,6.0,50.0,837,Hideaway (1995),95.98900389681832
241,3.0320284697508897,41.0,0.0,41.0,562,Fluke (1995),96.11123547290134
242,3.386617100371747,53.0,1.0,53.0,1076,Farinelli: il castrato (1994),96.2744350831992
243,2.530751708428246,34.0,0.0,34.0,439,Gordy (1995),95.6099587115787
244,2.380701754385965,44.0,0.0,44.0,285,Gumby: The Movie (1995),95.45990875753643
245,2.976470588235294,14.0,1.0,14.0,255,"Glass Shield, The (1994)",95.86428857106273
246,4.042896855828221,96.0,1.0,96.0,10432,Hoop Dreams (1994),96.93071483865566
247,3.840450462179404,38.0,2.0,38.0,7681,Heavenly Creatures (1994),96.72826844500685
248,3.0256248022777603,41.0,0.0,41.0,3161,Houseguest (1994),95.9134427851052
249,3.682121212121212,81.0,8.0,81.0,4950,Immortal Beloved (1994),96.56993919494866
250,2.9854260089686098,61.0,0.0,61.0,892,Heavyweights (Heavy Weights) (1995),96.06463301211907
251,3.0502577319587627,56.0,0.0,56.0,388,"Hunted, The (1995)",96.12946473510922
252,3.2227020051618025,78.0,0.0,78.0,10074,I.Q. (1994),96.11051998798925
253,3.4966446604759143,3.0,2.0,3.0,27568,Interview with the Vampire: The Vampire Chronicles (1994),96.38446264330335
254,2.8934817170111287,35.0,1.0,35.0,629,Jefferson in Paris (1995),95.97268872016159
255,2.287696577243293,52.0,0.0,52.0,1081,"Jerky Boys, The (1995)",95.36690358039375
256,2.7282103134479274,5.0,0.0,5.0,9890,Junior (1994),95.61602829627537
257,3.412883757543952,27.0,3.0,27.0,3811,Just Cause (1995),96.49209076069441
258,2.6467836257309942,0.0,0.0,0.0,1710,"Kid in King Arthur's Court, A (1995)",95.72599062888145
259,3.0756513026052104,14.0,1.0,14.0,1996,Kiss of Death (1995),96.15485830575567
260,4.190671901948552,57.0,5.0,57.0,54502,Star Wars: Episode IV - A New Hope (1977),93.50883427504021
261,3.628918684286679,36.0,6.0,36.0,10367,Little Women (1994),96.51673666711412
262,3.776025610623666,79.0,6.0,79.0,4217,"Little Princess, A (1995)",96.85523261377412
263,3.731645569620253,96.0,1.0,96.0,395,Ladybird Ladybird (1994),96.6194635524477
264,3.3459119496855347,42.0,2.0,42.0,159,"Enfer, L' (1994)",96.23372993251297
265,3.9272651356993737,94.0,2.0,94.0,11975,Like Water for Chocolate (Como agua para chocolate) (1992),96.42672140138478
266,3.496258734772123,72.0,8.0,72.0,16171,Legends of the Fall (1994),96.38407671759957
267,2.878428270042194,0.0,0.0,0.0,3792,Major Payne (1995),95.95763527319265
268,3.3070054945054945,10.0,1.0,10.0,728,Little Odessa (1994),96.19482347733293
269,3.4775,25.0,1.0,25.0,600,My Crazy Life (Mi vida loca) (1993),96.17207976459272
270,3.173764258555133,64.0,0.0,64.0,1315,Love Affair (1994),96.06158224138258
271,3.3305489260143197,1.0,1.0,1.0,1257,Losing Isaiah (1995),96.40975592916477
272,3.751746919070004,55.0,4.0,55.0,7871,"Madness of King George, The (1994)",96.63956490189744
273,3.135035021551724,36.0,6.0,36.0,7424,Mary Shelley's Frankenstein (Frankenstein) (1994),96.02285300437917
274,2.871295512277731,86.0,0.0,86.0,1181,Man of the House (1995),95.95050251542818
275,2.7247442455242967,44.0,0.0,44.0,1564,Mixed Nuts (1994),95.61256222835173
276,2.9862612200036636,0.0,0.0,0.0,5459,Milk Money (1994),95.87407920283111
277,3.42335886214442,0.0,0.0,0.0,9140,Miracle on 34th Street (1994),96.31117684497187
278,3.0216076058772687,62.0,0.0,62.0,1157,Miami Rhapsody (1995),96.10081460902772
279,3.699786324786325,95.0,1.0,95.0,936,My Family (1995),96.77899332793679
280,3.725705329153605,13.0,2.0,13.0,5104,Murder in the First (1995),96.80491233230406
281,3.6704776422764227,39.0,1.0,39.0,3936,Nobody's Fool (1994),96.55829562510387
282,3.420970752955818,8.0,8.0,8.0,11249,Nell (1994),96.30878873578327
283,3.0797413793103448,56.0,0.0,56.0,232,New Jersey Drive (1995),96.1589483824608
285,2.3313953488372094,52.0,0.0,52.0,86,Beyond Bedlam (1993),95.02597511342992
286,2.041284403669725,52.0,0.0,52.0,109,Nemesis 2: Nebula (1995),95.12049140682018
287,3.24468085106383,1.0,1.0,1.0,329,Nina Takes a Lover (1994),96.13249883389128
288,3.230347310461669,19.0,1.0,19.0,23610,Natural Born Killers (1994),96.11816529328911
289,3.346021303258145,0.0,0.0,0.0,3192,Only You (1994),96.23383928608558
290,3.995299356754082,70.0,8.0,70.0,4042,Once Were Warriors (1994),96.88311733958153
291,2.276676829268293,80.0,0.0,80.0,656,Poison Ivy II (1996),95.54545871150964
292,3.414367903680561,74.0,3.0,74.0,26246,Outbreak (1995),96.49357490683101
293,4.050573554487676,73.0,5.0,73.0,25804,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),96.93839153731511
294,3.1762632197414806,1.0,1.0,1.0,851,"Perez Family, The (1995)",96.25547022289194
295,2.7974413646055436,35.0,1.0,35.0,469,"Pyromaniac's Love Story, A (1995)",95.876648367756
296,4.174231169217055,16.0,5.0,16.0,67310,Pulp Fiction (1994),97.0620491520445
297,3.1146616541353382,72.0,8.0,72.0,266,Panther (1995),96.19386865728579
298,3.5040983606557377,1.0,1.0,1.0,244,Pushing Hands (Tui shou) (1992),96.00355462634114
299,3.728865194211729,39.0,1.0,39.0,2626,Priest (1994),96.61668317703918
300,3.666690937333139,66.0,1.0,66.0,20601,Quiz Show (1994),96.55450892016059
301,3.5277185501066097,49.0,8.0,49.0,469,Picture Bride (Bijo photo) (1994),96.41553653293406
302,3.75,42.0,2.0,42.0,1564,"Queen Margot (Reine Margot, La) (1994)",96.63781798282744
303,3.0401727861771057,56.0,0.0,56.0,6945,"Quick and the Dead, The (1995)",96.11937978932757
304,3.1988950276243093,64.0,0.0,64.0,724,Roommates (1995),96.27810203077476
305,2.706036745406824,62.0,0.0,62.0,3429,Ready to Wear (Pret-A-Porter) (1994),95.59385472823426
306,4.089561500275786,18.0,7.0,18.0,7252,Three Colors: Red (Trois couleurs: Rouge) (1994),96.97737948310323
307,3.9931845416417016,18.0,7.0,18.0,6676,Three Colors: Blue (Trois couleurs: Bleu) (1993),96.68776430623441
308,3.913249516441006,18.0,7.0,18.0,5170,Three Colors: White (Trzy kolory: Bialy) (1994),96.80106749926844
309,3.636165577342048,37.0,7.0,37.0,459,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",96.52398356016948
310,2.76734693877551,0.0,0.0,0.0,245,Rent-a-Kid (1995),95.84655394192596
311,2.6604938271604937,34.0,0.0,34.0,81,Relative Fear (1994),95.54831180998794
312,2.620377358490566,1.0,1.0,1.0,1325,Stuart Saves His Family (1995),95.69958436164103
313,3.02387041773231,0.0,0.0,0.0,1173,"Swan Princess, The (1994)",95.91168840055975
314,3.8490543161978663,49.0,8.0,49.0,4124,"Secret of Roan Inish, The (1994)",96.73687229902531
315,2.9020512361160873,86.0,0.0,86.0,11164,"Specialist, The (1994)",95.78986921894354
316,3.3542249756281644,31.0,0.0,31.0,31799,Stargate (1994),96.24204295845561
